,dose_bins,coverage
0,0.0,100.0
1,0.1,100.0
2,0.2,100.0
3,0.30000000000000004,100.0
4,0.4,100.0
5,0.5,99.80218757272516
6,0.6000000000000001,99.55783104491506
7,0.7000000000000001,99.17384221549919
8,0.8,98.72003723528043
9,0.9,98.2895043053293
10,1.0,97.82406329997673
11,1.1,97.32371421922271
12,1.2000000000000002,96.80009308820107
13,1.3,96.27647195717944
14,1.4000000000000001,95.71794275075635
15,1.5,95.18268559460088
16,1.6,94.58924831277635
17,1.7000000000000002,94.0656271817547
18,1.8,93.56527810100069
19,1.9000000000000001,92.9951128694438
20,2.0,92.44821968815454
21,2.1,91.92459855713288
22,2.2,91.41261345124505
23,2.3000000000000003,90.8773562950896
24,2.4000000000000004,90.40027926460321
25,2.5,89.8999301838492
26,2.6,89.37630905282755
27,2.7,88.88759599720736
28,2.8000000000000003,88.37561089131952
29,2.9000000000000004,87.84035373516407
30,3.0,87.35164067954386
31,3.1,86.8861996741913
32,3.2,86.44403071910635
33,3.3000000000000003,85.95531766348616
34,3.4000000000000004,85.5015126832674
35,3.5,85.05934372818245
36,3.6,84.64044682336514
37,3.7,84.17500581801256
38,3.8000000000000003,83.7910169885967
39,3.9000000000000004,83.37212008377938
40,4.0,82.96485920409587
41,4.1000000000000005,82.56923434954619
42,4.2,82.17360949499651
43,4.3,81.78962066558064
44,4.4,81.45217593670002
45,4.5,81.04491505701652
46,4.6000000000000005,80.73074237840355
47,4.7,80.35838957412147
48,4.800000000000001,80.02094484524088
49,4.9,79.6485920409588
50,5.0,79.32278333721202
51,5.1000000000000005,79.03188270886665
52,5.2,78.72934605538748
53,5.300000000000001,78.38026530137306
54,5.4,78.03118454735862
55,5.5,77.77519199441471
56,5.6000000000000005,77.47265534093553
57,5.7,77.15848266232254
58,5.800000000000001,76.80940190830812
59,5.9,76.53013730509657
60,6.0,76.25087270188503
61,6.1000000000000005,75.93670002327205
62,6.2,75.66907144519432
63,6.300000000000001,75.35489876658133
64,6.4,75.08727018850361
65,6.5,74.84291366069351
66,6.6000000000000005,74.54037700721433
67,6.7,74.30765650453804
68,6.800000000000001,74.0283919013265
69,6.9,73.70258319757971
70,7.0,73.49313474517105
71,7.1000000000000005,73.2138701419595
72,7.2,73.00442168955085
73,7.300000000000001,72.71352106120548
74,7.4,72.44589248312776
75,7.5,72.22480800558529
76,7.6000000000000005,71.992087502909
77,7.7,71.78263905050035
78,7.800000000000001,71.53828252269024
79,7.9,71.29392599488014
80,8.0,71.03793344193623
81,8.1,70.8517570397952
82,8.200000000000001,70.67721666278798
83,8.3,70.43286013497789
84,8.4,70.22341168256924
85,8.5,69.97905515475912
86,8.6,69.72306260181523
87,8.700000000000001,69.56015824994182
88,8.8,69.35070979753316
89,8.9,69.18780544565976
90,9.0,68.96672096811729
91,9.1,68.734000465441
92,9.200000000000001,68.50127996276471
93,9.3,68.37328368629277
94,9.4,68.22201535955318
95,9.5,68.0707470328136
96,9.600000000000001,67.86129858040493
97,9.700000000000001,67.6634861531301
98,9.8,67.41912962532
99,9.9,67.27949732371422
100,10.0,67.15150104724226
101,10.100000000000001,67.01186874563649
102,10.200000000000001,66.84896439376308
103,10.3,66.68606004188969
104,10.4,66.46497556434721
105,10.5,66.23225506167093
106,10.600000000000001,66.12753083546662
107,10.700000000000001,66.01117058412846
108,10.8,65.89481033279031
109,10.9,65.70863393064928
110,11.0,65.53409355364208
111,11.100000000000001,65.28973702583197
112,11.200000000000001,65.16174074936002
113,11.3,65.05701652315568
114,11.4,64.96392832208517
115,11.5,64.81265999534558
116,11.600000000000001,64.67302769373981
117,11.700000000000001,64.45194321619735
118,11.8,64.23085873865487
119,11.9,64.10286246218291
120,12.0,64.03304631138003
121,12.100000000000001,63.93995811030951
122,12.200000000000001,63.81196183383756
123,12.3,63.695601582499414
124,12.4,63.47451710495695
125,12.5,63.21852455201304
126,12.600000000000001,63.06725622527345
127,12.700000000000001,63.00907609960438
128,12.8,62.927623923667674
129,12.9,62.84617174773097
130,13.0,62.72981149639283
131,13.100000000000001,62.520363043984176
132,13.200000000000001,62.32255061670933
133,13.3,62.10146613916686
134,13.4,62.03164998836398
135,13.5,61.99674191296253
136,13.600000000000001,61.90365371189201
137,13.700000000000001,61.83383756108913
138,13.8,61.64766115894811
139,13.9,61.449848731673264
140,14.0,61.22876425413079
141,14.100000000000001,61.112404002792644
142,14.200000000000001,61.0774959273912
143,14.3,60.9960437514545
144,14.4,60.97277170118688
145,14.5,60.84477542471491
146,14.600000000000001,60.63532697230626
147,14.700000000000001,60.44915057016523
148,14.8,60.28624621829183
149,14.9,60.146613916686064
150,15.0,60.123341866418436
151,15.100000000000001,60.07679776588317
152,15.200000000000001,59.99534558994647
153,15.3,59.91389341400978
154,15.4,59.72771701186874
155,15.5,59.54154060972772
156,15.600000000000001,59.37863625785431
157,15.700000000000001,59.22736793111473
158,15.8,59.204095880847106
159,15.9,59.15755178031185
160,16.0,59.09937165464277
161,16.1,59.00628345357226
162,16.2,58.820107051431236
163,16.3,58.65720269955783
164,16.400000000000002,58.48266232255062
165,16.5,58.331393995811034
166,16.6,58.296485920409594
167,16.7,58.24994181987433
168,16.8,58.20339771933908
169,16.900000000000002,58.13358156853619
170,17.0,58.01722131719804
171,17.1,57.86595299045846
172,17.2,57.69141261345124
173,17.3,57.51687223644403
174,17.400000000000002,57.458692110774955
175,17.5,57.423784035373515
176,17.6,57.353967884570636
177,17.7,57.28415173376774
178,17.8,57.21433558296486
179,17.900000000000002,57.063067256225274
180,18.0,56.91179892948569
