,dose_bins,coverage
0,0.0,100.0
1,0.1,100.0
2,0.2,100.0
3,0.30000000000000004,100.0
4,0.4,100.0
5,0.5,100.0
6,0.6000000000000001,100.0
7,0.7000000000000001,100.0
8,0.8,100.0
9,0.9,100.0
10,1.0,100.0
11,1.1,100.0
12,1.2000000000000002,100.0
13,1.3,100.0
14,1.4000000000000001,100.0
15,1.5,100.0
16,1.6,100.0
17,1.7000000000000002,100.0
18,1.8,100.0
19,1.9000000000000001,100.0
20,2.0,100.0
21,2.1,100.0
22,2.2,100.0
23,2.3000000000000003,100.0
24,2.4000000000000004,100.0
25,2.5,100.0
26,2.6,100.0
27,2.7,100.0
28,2.8000000000000003,100.0
29,2.9000000000000004,100.0
30,3.0,99.98998648175036
31,3.1,99.9749662043759
32,3.2,99.95493916787663
33,3.3000000000000003,99.93491213137736
34,3.4000000000000004,99.91989185400291
35,3.5,99.89986481750363
36,3.6,99.85480398538026
37,3.7,99.81474991238171
38,3.8000000000000003,99.75967556200871
39,3.9000000000000004,99.71461472988534
40,4.0,99.65453362038753
41,4.1000000000000005,99.59945927001452
42,4.2,99.54939167876633
43,4.3,99.48430381014369
44,4.4,99.42922945977068
45,4.5,99.35412807289842
46,4.6000000000000005,99.27902668602614
47,4.7,99.22895909477795
48,4.800000000000001,99.14885094878085
49,4.9,99.05872928453412
50,5.0,98.99364141591148
51,5.1000000000000005,98.90852651078956
52,5.2,98.8384318830421
53,5.300000000000001,98.74831021879538
54,5.4,98.65818855454864
55,5.5,98.5680668903019
56,5.6000000000000005,98.48295198518
57,5.7,98.39283032093326
58,5.800000000000001,98.30771541581134
59,5.9,98.2125869924398
60,6.0,98.11245180994342
61,6.1000000000000005,98.00730986832224
62,6.2,97.90717468582586
63,6.300000000000001,97.80703950332949
64,6.4,97.70189756170831
65,6.5,97.60176237921193
66,6.6000000000000005,97.49662043759075
67,6.7,97.39147849596957
68,6.800000000000001,97.296350072598
69,6.9,97.20122164922645
70,7.0,97.08105943023081
71,7.1000000000000005,96.98092424773445
72,7.2,96.87578230611325
73,7.300000000000001,96.77064036449207
74,7.4,96.65548490462123
75,7.5,96.55034296300005
76,7.6000000000000005,96.47023481700295
77,7.7,96.34506583888249
78,7.800000000000001,96.25995093376058
79,7.9,96.15480899213938
80,8.0,96.05467380964302
81,8.1,95.94452510889701
82,8.200000000000001,95.84438992640064
83,8.3,95.74926150302909
84,8.4,95.6441195614079
85,8.5,95.54899113803636
86,8.6,95.44885595553998
87,8.700000000000001,95.35873429129325
88,8.8,95.25859910879687
89,8.9,95.14845040805086
90,9.0,95.05832874380414
91,9.1,94.97822059780704
92,9.200000000000001,94.87307865618585
93,9.3,94.78295699193912
94,9.4,94.6978420868172
95,9.5,94.59270014519602
96,9.600000000000001,94.52260551744855
97,9.700000000000001,94.41245681670254
98,9.8,94.317328393331
99,9.9,94.21719321083462
100,10.0,94.11705802833825
101,10.100000000000001,94.01692284584189
102,10.200000000000001,93.9117809042207
103,10.3,93.82666599909878
104,10.4,93.7215240574776
105,10.5,93.64642267060532
106,10.600000000000001,93.52125369248485
107,10.700000000000001,93.42111850998849
108,10.8,93.33600360486656
109,10.9,93.22585490412057
110,11.0,93.13573323987383
111,11.100000000000001,93.03559805737746
112,11.200000000000001,92.94547639313072
113,11.3,92.82531417413509
114,11.4,92.73519250988835
115,11.5,92.62504380914234
116,11.600000000000001,92.52991538577079
117,11.700000000000001,92.41976668502478
118,11.8,92.3146247434036
119,11.9,92.20447604265759
120,12.0,92.08932058278675
121,12.100000000000001,91.9941921594152
122,12.200000000000001,91.88905021779402
123,12.3,91.80894207179693
124,12.4,91.69879337105093
125,12.5,91.59865818855455
126,12.600000000000001,91.48350272868372
127,12.700000000000001,91.37836078706253
128,12.8,91.26821208631652
129,12.9,91.17809042206979
130,13.0,91.05792820307414
131,13.100000000000001,90.96279977970259
132,13.200000000000001,90.8526510789566
133,13.3,90.7475091373354
134,13.4,90.6373604365894
135,13.5,90.54723877234267
136,13.600000000000001,90.41706303509739
137,13.700000000000001,90.32193461172582
138,13.8,90.20177239273018
139,13.9,90.10163721023382
140,14.0,90.00150202773744
141,14.100000000000001,89.87633304961699
142,14.200000000000001,89.76618434887098
143,14.3,89.6660491663746
144,14.4,89.55089370650377
145,14.5,89.43573824663295
146,14.600000000000001,89.32058278676213
147,14.700000000000001,89.21043408601612
148,14.8,89.13032594001903
149,14.9,88.99013668452412
150,15.0,88.89000150202774
151,15.100000000000001,88.74981224653283
152,15.200000000000001,88.64967706403645
153,15.3,88.51950132679117
154,15.4,88.41435938516999
155,15.5,88.28919040704952
156,15.600000000000001,88.1740349471787
157,15.700000000000001,88.04886596905823
158,15.8,87.92870375006258
159,15.9,87.80353477194213
160,16.0,87.67836579382165
161,16.1,87.54318329745155
162,16.2,87.40800080108147
163,16.3,87.31787913683473
164,16.400000000000002,87.15265608571572
165,16.5,87.06253442146898
166,16.6,86.92234516597406
167,16.7,86.7971761878536
168,16.8,86.67701396885796
169,16.900000000000002,86.53181795423822
170,17.0,86.42667601261704
171,17.1,86.2814799979973
172,17.2,86.17133129725129
173,17.3,85.99609472788265
174,17.400000000000002,85.89595954538626
175,17.5,85.765783808141
176,17.6,85.63560807089571
177,17.7,85.50042557452561
178,17.8,85.3652430781555
179,17.900000000000002,85.24508085915986
180,18.0,85.06984428979122
181,18.1,84.94968207079557
182,18.2,84.82951985179993
183,18.3,84.68933059630501
184,18.400000000000002,84.54413458168527
185,18.5,84.3889250488159
186,18.6,84.29880338456917
187,18.7,84.13858709257498
